iata,icao,name,city,country,tz,lat,lon
LIM,SPIM,Jorge Chávez International Airport,Lima,PE,America/Lima,-12.0219,-77.114305
RIJ,SPJA,Juan Simons Vela Airport,Rioja,PE,America/Lima,-6.06786,-77.160004
JAE,SPJE,Shumba Airport,Jaén,PE,America/Lima,-5.59248,-78.774002
JJI,SPJI,Juanjui Airport,Juanjuí,PE,America/Lima,-7.1691,-76.7286
JAU,SPJJ,Francisco Carle Airport,Jauja,PE,America/Lima,-11.7831001282,-75.47339630130001
JUL,SPJL,Inca Manco Capac International Airport,Juliaca,PE,America/Lima,-15.467689,-70.15653
CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,America/Lima,-7.13918,-78.489403
ILQ,SPLO,General Jorge Fernandez Maldon Airport,Ilo,PE,America/Lima,-17.695,-71.344002
TBP,SPME,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,America/Lima,-3.552074,-80.381086
YMS,SPMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,America/Lima,-5.89377,-76.118202
HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,America/Lima,-9.878809928894043,-76.20480346679688
CHH,SPPY,Chachapoyas Airport,Chachapoyas,PE,America/Lima,-6.201911,-77.856195
IQT,SPQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,America/Lima,-3.78474,-73.3088
AQP,SPQU,Rodríguez Ballón International Airport,Arequipa,PE,America/Lima,-16.340786,-71.569485
TRU,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE,America/Lima,-8.082382,-79.108821
PIO,SPSO,Captain Renán Elías Olivera International Airport,Pisco,PE,America/Lima,-13.7449,-76.220299
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,America/Lima,-6.508739948272705,-76.37319946289062
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,America/Lima,-18.053300857500002,-70.2758026123
PEM,SPTU,Padre Aldamiz International Airport,Puerto Maldonado,PE,America/Lima,-12.6135997772,-69.2285995483
PIU,SPUR,PAF Captain Guillermo Concha Iberico International Airport,Piura,PE,America/Lima,-5.20575,-80.616402
TYL,SPYL,Captain Victor Montes Arias International Airport,Talara,PE,America/Lima,-4.57664,-81.254097
NZC,SPZA,Maria Reiche Neuman Airport,Nazca,PE,America/Lima,-14.854,-74.961502
CUZ,SPZO,Alejandro Velasco Astete International Airport,Cusco,PE,America/Lima,-13.535699844400002,-71.9387969971
DZO,SUDU,Santa Bernardina International Airport,Durazno,UY,America/Montevideo,-33.358898,-56.499199
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY,America/Montevideo,-34.855099,-55.094299
MVD,SUMU,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,UY,America/Montevideo,-34.835647,-56.026497
PDU,SUPU,Tydeo Larre Borges Airport,Paysandú,UY,America/Montevideo,-32.3633,-58.061901
RVY,SURV,Pres. Gral. Óscar D. Gestido Binational Airport,Rivera/Santana do Livramento,UY,America/Montevideo,-30.9746,-55.4762
STY,SUSO,Nueva Hesperides International Airport,Salto,UY,America/Montevideo,-31.438499,-57.985298
AGV,SVAC,Oswaldo Guevara Mujica Airport,Acarigua,VE,America/Caracas,9.553375,-69.237869
AAO,SVAN,Anaco Airport,Anaco,VE,America/Caracas,9.430225,-64.470726
BLA,SVBC,General José Antonio Anzoategui International Airport,Barcelona,VE,America/Caracas,10.111111,-64.692222
BNS,SVBI,Barinas Airport,Barinas,VE,America/Caracas,8.615,-70.214167
BRM,SVBM,Jacinto Lara International Airport,Barquisimeto,VE,America/Caracas,10.042747,-69.35862
MYC,SVBS,Escuela Mariscal Sucre Airport,Maracay,VE,America/Caracas,10.249978,-67.649422
CBL,SVCB,General Tomas de Heres Airport,Ciudad Bolivar,VE,America/Caracas,8.122161,-63.536957
CXA,SVCD,Caicara del Orinoco Airport,,VE,America/Caracas,7.62551,-66.162804
CLZ,SVCL,Calabozo Airport,Guarico,VE,America/Caracas,8.924656,-67.417091
CAJ,SVCN,Canaima Airport,Canaima,VE,America/Caracas,6.231989,-62.85485
CUP,SVCP,General Francisco Bermúdez Airport,Carúpano,VE,America/Caracas,10.660014,-63.261681
CZE,SVCR,José Leonardo Chirinos Airport,Coro,VE,America/Caracas,11.414944,-69.680901
CUM,SVCU,Antonio José de Sucre Airport,Cumaná,VE,America/Caracas,10.450333,-64.13047
EOR,SVED,El Dorado Airport,Bolivar,VE,America/Caracas,6.71573,-61.638786
EOZ,SVEZ,Elorza Airport,,VE,America/Caracas,7.059677,-69.4967
GDO,SVGD,Guasdualito Airport,Guasdualito,VE,America/Caracas,7.210834,-70.756386
GUI,SVGI,Guiria Airport,,VE,America/Caracas,10.574077606200001,-62.3126678467
GUQ,SVGU,Guanare Airport,Guanare,VE,America/Caracas,9.026944,-69.75515
LSP,SVJC,Josefa Camejo International Airport,Paraguaná,VE,America/Caracas,11.780775,-70.151497
LFR,SVLF,La Fria Airport,,VE,America/Caracas,8.239167,-72.271027
MAR,SVMC,La Chinita International Airport,Maracaibo,VE,America/Caracas,10.557542,-71.729307
MRD,SVMD,Alberto Carnevalli Airport,Mérida,VE,America/Caracas,8.582078,-71.161041
PMV,SVMG,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE,America/Caracas,10.912603,-63.966599
CCS,SVMI,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,America/Caracas,10.602214,-66.991174
MUN,SVMT,José Tadeo Monagas International Airport,Maturín,VE,America/Caracas,9.749023,-63.153348
PYH,SVPA,Cacique Aramare Airport,Puerto Ayacucho,VE,America/Caracas,5.61999,-67.606102
PBL,SVPC,General Bartolome Salom International Airport,Puerto Cabello,VE,America/Caracas,10.4805,-68.072998
SCI,SVPM,Paramillo Airport,San Cristóbal,VE,America/Caracas,7.801389,-72.202778
PZO,SVPR,General Manuel Carlos Piar International Airport,Guyana City,VE,America/Caracas,8.28853,-62.760399
PTM,SVPT,Palmarito Airport,Palmarito,VE,America/Caracas,7.575479,-70.174435
SVZ,SVSA,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,America/Caracas,7.840809,-72.439878
SNV,SVSE,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE,America/Caracas,4.554699,-61.145234
STD,SVSO,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,America/Caracas,7.56538,-72.035103
SNF,SVSP,Sub Teniente Nestor Arias Airport,San Felipe,VE,America/Caracas,10.2787,-68.755203
SFD,SVSR,San Fernando de Apure Las Flecheras National Airport,San Fernando de Apure,VE,America/Caracas,7.88332,-67.444
SOM,SVST,San Tomé Airport,El Tigre,VE,America/Caracas,8.9451465606689,-64.151084899902
STB,SVSZ,Miguel Urdaneta Fernández Airport,San Carlos del Zulia,VE,America/Caracas,8.97455,-71.943253
TUV,SVTC,Tucupita Airport,Tucupita,VE,America/Caracas,9.088994,-62.094173
TMO,SVTM,Tumeremo Airport,,VE,America/Caracas,7.24938,-61.52893
VLN,SVVA,Arturo Michelena International Airport,Valencia,VE,America/Caracas,10.149733,-67.928398
VIG,SVVG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,America/Caracas,8.624139,-71.672668
VLV,SVVL,Dr. Antonio Nicolás Briceño Airport,Valera,VE,America/Caracas,9.340478,-70.584061
VDP,SVVP,Valle de La Pascua Airport,,VE,America/Caracas,9.22202777863,-65.9935836792
AUX,SWGN,Araguaína Airport,Araguaína,BR,America/Fortaleza,-7.22787,-48.240501
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,GY,America/Guyana,6.49855,-58.254101
OGL,SYGO,Eugene F. Correia International Airport,Ogle,GY,America/Guyana,6.805881,-58.107657
KAI,SYKA,Kaieteur Airport,Kaieteur Falls,GY,,5.177349,-59.48898
LTM,SYLT,Lethem Airport,Lethem,GY,America/Guyana,3.37276,-59.789398
ANU,TAPA,V. C. Bird International Airport,Osbourn,AG,America/Antigua,17.1367,-61.792702
BGI,TBPB,Grantley Adams International Airport,Bridgetown,BB,America/Barbados,13.074667,-59.491034
DCF,TDCF,Canefield Airport,Canefield,DM,America/Dominica,15.336693,-61.392108
DOM,TDPD,Douglas-Charles Airport,Marigot,DM,America/Dominica,15.546673,-61.301082
FDF,TFFF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,America/Martinique,14.591,-61.003201
SFG,TFFG,Grand Case-l'Espérance Airport,Grand Case,MF,America/Marigot,18.100057,-63.047444
SBH,TFFJ,St. Jean Airport,Gustavia,BL,America/St_Barthelemy,17.904398,-62.843333
GBJ,TFFM,Marie-Galante Airport,Grand-Bourg,GP,America/Guadeloupe,15.868925,-61.270087
PTP,TFFR,Maryse Condé International Airport,Pointe-à-Pitre,GP,America/Guadeloupe,16.265443,-61.532754
GND,TGPY,Maurice Bishop International Airport,Saint George's,GD,America/Grenada,12.003996,-61.785302
STT,TIST,Cyril E. King Airport,Charlotte Amalie,VI,America/St_Thomas,18.337091,-64.977251
STX,TISX,Henry E. Rohlsen Airport,Christiansted,VI,America/St_Thomas,17.701413,-64.802608
ARE,TJAB,Antonio Nery Juarbe Pol Airport,Arecibo,PR,America/Puerto_Rico,18.45085,-66.675768
BQN,TJBQ,Rafael Hernández International Airport,Aguadilla,PR,America/Puerto_Rico,18.4949,-67.129402
CPX,TJCP,Benjamin Rivera Noriega Airport,Culebra,PR,America/Puerto_Rico,18.312954,-65.303893
SIG,TJIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,America/Puerto_Rico,18.45680046081543,-66.09809875488281
MAZ,TJMZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,America/Puerto_Rico,18.255699157714844,-67.14849853515625
PSE,TJPS,Mercedita International Airport,Ponce,PR,America/Puerto_Rico,18.008301,-66.563004
NRR,TJRV,José Aponte de la Torre Airport,Ceiba,PR,America/Puerto_Rico,18.247262,-65.63979
SJU,TJSJ,Luis Munoz Marin International Airport,San Juan,PR,America/Puerto_Rico,18.4394,-66.001801
VQS,TJVQ,Antonio Rivera Rodriguez Airport,Vieques,PR,America/Puerto_Rico,18.1348,-65.493599
SKB,TKPK,Robert L. Bradshaw International Airport,Basseterre,KN,America/St_Kitts,17.310845,-62.719117
NEV,TKPN,Vance W. Amory International Airport,Charlestown,KN,America/St_Kitts,17.2057,-62.589901
SLU,TLPC,George F. L. Charles Airport,Castries,LC,America/St_Lucia,14.0202,-60.992901
UVF,TLPL,Hewanorra International Airport,Vieux Fort,LC,America/St_Lucia,13.7332,-60.952599
BKN,TM-0002,Balkanabat International Airport,Balkanabat,TM,Asia/Ashgabat,39.681052,54.206008
AUA,TNCA,Queen Beatrix International Airport,Oranjestad,AW,America/Aruba,12.501056,-70.014281
BON,TNCB,Flamingo International Airport,Kralendijk,BQ,America/Kralendijk,12.131,-68.268501
CUR,TNCC,Hato International Airport,Willemstad,CW,America/Curacao,12.1889,-68.959801
EUX,TNCE,F. D. Roosevelt Airport,Oranjestad,BQ,America/Kralendijk,17.4965,-62.979401
SXM,TNCM,Princess Juliana International Airport,Sint Maarten,SX,America/Lower_Princes,18.041,-63.108898
SAB,TNCS,Juancho E. Yrausquin Airport,Zion's Hill,BQ,America/Kralendijk,17.64533,-63.220514
AXA,TQPF,Clayton J. Lloyd International Airport,The Valley,AI,America/Anguilla,18.204773,-63.05383
MNI,TRPG,John A. Osborne Airport,Gerald's Park,MS,America/Montserrat,16.791835,-62.193204
TAB,TTCP,A.N.R. Robinson International Airport,Scarborough,TT,America/Port_of_Spain,11.149571,-60.831298
POS,TTPP,Piarco International Airport,Port of Spain,TT,America/Port_of_Spain,10.59535,-61.337568
EIS,TUPJ,Terrance B. Lettsome International Airport,Beef Island,VG,America/Tortola,18.445492,-64.541707
VIJ,TUPW,Virgin Gorda Airport,Spanish Town,VG,America/Tortola,18.446634,-64.427932
SVD,TVSA,Argyle International Airport,Kingstown,VC,America/St_Vincent,13.159725,-61.148801
BQU,TVSB,J F Mitchell Airport,Bequia,VC,America/St_Vincent,12.9884,-61.262001
CIW,TVSC,Canouan Airport,Canouan,VC,America/St_Vincent,12.699,-61.3424
MQS,TVSM,Mustique Airport,Lovell,VC,America/St_Vincent,12.8879,-61.180199
UNI,TVSU,Union Island International Airport,Union Island,VC,America/St_Vincent,12.600135,-61.411945
BDA,TXKF,L.F. Wade International Airport,Hamilton,BM,Atlantic/Bermuda,32.363802,-64.67824
ALA,UAAA,Almaty International Airport,Almaty,KZ,Asia/Almaty,43.354267,77.042828
BXH,UAAH,Balkhash Airport,Balkhash,KZ,Asia/Qyzylorda,46.894246,75.004533
TDK,UAAT,Taldykorgan Airport,Taldykorgan,KZ,Asia/Almaty,45.12255,78.442758
NQZ,UACC,Nursultan Nazarbayev International Airport,Astana,KZ,Asia/Almaty,51.027035,71.467094
KOV,UACK,Kokshetau International Airport,Kokshetau,KZ,Asia/Almaty,53.329102,69.594597
PPK,UACP,Petropavl International Airport,Petropavl,KZ,Asia/Qyzylorda,54.775622,69.187415
DMB,UADD,Taraz International Airport,Taraz,KZ,Asia/Qyzylorda,42.8536,71.303596
BSZ,UAFM,Manas International Airport,Bishkek,KG,Asia/Bishkek,43.061298,74.4776
OSS,UAFO,Osh International Airport,Osh,KG,Asia/Bishkek,40.609001,72.793297
IKG,UAFP,Karakol International Airport,Karakol,KG,Asia/Bishkek,42.508099,78.407799
CIT,UAII,Shymkent International Airport,Shymkent,KZ,Asia/Almaty,42.365021,69.47564
HSA,UAIT,Hazrat Sultan International Airport,Turkıstan,KZ,Asia/Almaty,43.311087,68.550352
DZN,UAKD,Zhezkazgan National Airport,Zhezkazgan,KZ,Asia/Almaty,47.708953,67.738094
KGF,UAKK,Sary-Arka Airport,Karaganda,KZ,Asia/Almaty,49.670799,73.334396
BXY,UAOL,Baikonur Krayniy International Airport,Baikonur,KZ,Asia/Almaty,45.621994,63.210773
KZO,UAOO,Korkyt Ata International Airport,Kyzylorda,KZ,Asia/Qyzylorda,44.706902,65.592499
URA,UARR,Manshuk Mametova International Airport,Uralsk,KZ,Asia/Oral,51.151976,51.543652
EKB,UASB,Ekibastuz Airport,Ekibastuz,KZ,,51.590999603271484,75.21499633789062
UKK,UASK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,Asia/Almaty,50.035033,82.496057
PWQ,UASP,Pavlodar International Airport,Pavlodar,KZ,Asia/Qyzylorda,52.194982,77.073088
PLX,UASS,Semei International Airport,Semey,KZ,Asia/Almaty,50.351295,80.234398
SCO,UATE,Aktau International Airport,Aktau,KZ,Asia/Oral,43.860093,51.09086
GUW,UATG,Atyrau International Airport,Atyrau,KZ,Asia/Oral,47.121318,51.820343
AKX,UATT,Aktobe International Airport,Aktobe,KZ,Asia/Aqtobe,50.248116,57.204144
KSN,UAUU,Kostanay International Airport,Kostanay,KZ,Asia/Qyzylorda,53.206902,63.550301
GYD,UBBB,Heydar Aliyev International Airport,Baku,AZ,Asia/Baku,40.47278,50.050931
GNJ,UBBG,Ganja International Airport,Ganja,AZ,Asia/Baku,40.738692,46.320383
NAJ,UBBN,Nakhchivan International Airport,Nakhchivan,AZ,Asia/Baku,39.188801,45.458401
GBB,UBBQ,Gabala International Airport,Gabala,AZ,Asia/Baku,40.808617,47.725389
ZTU,UBBY,Zaqatala International Airport,Zaqatala,AZ,Asia/Baku,41.557823,46.669464
LHL,UBLC,Lachin International Airport,Lachin,AZ,Asia/Baku,39.883787,46.363137
IKU,UCFL,Issyk-Kul International Airport,Tamchy,KG,Asia/Bishkek,42.585584,76.701181
LWN,UDSG,Shirak International Airport,Gyumri,AM,Asia/Yerevan,40.750401,43.859299
EVN,UDYZ,Zvartnots International Airport,Yerevan,AM,Asia/Yerevan,40.148941,44.397887
YKS,UEEE,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,Asia/Yakutsk,62.0933,129.770996
NER,UELL,Chulman Airport,Neryungri,RU,Asia/Yakutsk,56.913898468018,124.91400146484
MQJ,UEMA,Moma Airport,Khonuu,RU,Asia/Srednekolymsk,66.450861,143.261551
GYG,UEMM,Magan Airport,Magan,RU,Asia/Yakutsk,62.103484,129.545288
OLZ,UEMO,Olyokminsk Airport,Olyokminsk,RU,Asia/Yakutsk,60.401833,120.476094
USR,UEMT,Ust-Nera Airport,Ust-Nera,RU,Asia/Vladivostok,64.550003,143.115005
VYI,UENW,Vilyuisk Airport,Vilyuisk,RU,Asia/Yakutsk,63.756668,121.693336
ULK,UERL,Lensk Airport,Lensk,RU,Asia/Yakutsk,60.7206001282,114.825996399
PYJ,UERP,Polyarny Airport,Yakutia,RU,Asia/Yakutsk,66.400398,112.029999
MJZ,UERR,Mirny Airport,Mirny,RU,Asia/Yakutsk,62.534698486328125,114.03900146484375
SYS,UERS,Saskylakh Airport,Saskylakh,RU,Asia/Yakutsk,71.927902,114.080002
BGN,UESG,Belaya Gora Airport,Belaya Gora,RU,Asia/Magadan,68.556227,146.22784
SEK,UESK,Srednekolymsk Airport,Srednekolymsk,RU,,67.4805,153.7364
CKH,UESO,Chokurdakh Airport,Chokurdah,RU,Asia/Srednekolymsk,70.6231,147.901993
CYX,UESS,Cherskiy Airport,Cherskiy,RU,Asia/Srednekolymsk,68.7406005859375,161.33799743652344
IKS,UEST,Tiksi Airport,Tiksi,RU,Asia/Yakutsk,71.697700500488,128.90299987793
ZKP,UESU,Zyryanka Airport,Zyryanka,RU,Asia/Magadan,65.7485,150.8889
ZIX,UEVV,Zhigansk Airport,Zhigansk,RU,Asia/Yakutsk,66.7965011597,123.361000061
KHX,UG-0002,Savannah Airstrip,Kihihi,UG,,-0.7165,29.6997
KUT,UGKO,David the Builder Kutaisi International Airport,Kopitnari,GE,Asia/Tbilisi,42.177448,42.485353
BUS,UGSB,Alexander Kartveli Batumi International Airport,Batumi,GE,Asia/Tbilisi,41.60939,41.600315
SUI,UGSS,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,Asia/Tbilisi,42.8582,41.128101
TBS,UGTB,Tbilisi International Airport,Tbilisi,GE,Asia/Tbilisi,41.669201,44.9547
BQS,UHBB,Ignatyevo Airport,Blagoveschensk,RU,Asia/Yakutsk,50.42539978027344,127.41200256347656
KHV,UHHH,Khabarovsk Novy Airport,Khabarovsk,RU,Asia/Vladivostok,48.528338,135.188588
KXK,UHKK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,Asia/Vladivostok,50.409000396728516,136.9340057373047
GVN,UHKM,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,RU,Asia/Vladivostok,48.925067,140.035348
DYR,UHMA,Ugolny Yuri Ryktheu Airport,Anadyr,RU,Asia/Anadyr,64.734902,177.740997
PVS,UHMD,Provideniya Bay Airport,Chukotka,RU,Asia/Anadyr,64.37809753417969,-173.2429962158203
KPW,UHMK,Keperveem Airport,Keperveem,RU,Asia/Anadyr,67.845001,166.139999
GDX,UHMM,Sokol Airport,Magadan,RU,Asia/Magadan,59.9109992980957,150.72000122070312
PWE,UHMP,Pevek Airport,Apapelgino,RU,Asia/Anadyr,69.783302,170.597
SWV,UHMW,Severo-Evensk Airport,Evensk,RU,Asia/Srednekolymsk,61.921786,159.229059
NLI,UHNN,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,Asia/Vladivostok,53.154999,140.649994
OHO,UHOO,Okhotsk Airport,Okhotsk,RU,Asia/Vladivostok,59.410065,143.056503
PKC,UHPP,Yelizovo Airport,Petropavlovsk-Kamchatsky,RU,Asia/Anadyr,53.168716,158.451068
UUS,UHSS,Yuzhno-Sakhalinsk International Airport,Yuzhno-Sakhalinsk,RU,Asia/Vladivostok,46.885461,142.717466
VVO,UHWW,Vladivostok International Airport,Artyom,RU,Asia/Vladivostok,43.396256,132.148155
HTA,UIAA,Chita-Kadala International Airport,Chita,RU,Asia/Chita,52.024841,113.305839
BTK,UIBB,Bratsk Airport,Bratsk,RU,Asia/Irkutsk,56.3696,101.701822
IKT,UIII,Irkutsk International Airport,Irkutsk,RU,Asia/Irkutsk,52.266707,104.395563
UKX,UITT,Ust-Kut Airport,Ust-Kut,RU,Asia/Irkutsk,56.856701,105.730003
UUD,UIUU,Baikal International Airport,Ulan Ude,RU,Asia/Irkutsk,51.808614,107.439652
KBP,UKBB,Boryspil International Airport,Boryspil,UA,Europe/Kyiv,50.345001,30.894699
MPW,UKCM,Mariupol International Airport,Mariupol,UA,Europe/Kyiv,47.07609939575195,37.44960021972656
ERD,UKDB,Berdyansk Airport,Berdyansk,UA,Europe/Zaporozhye,46.814999,36.758099
DNK,UKDD,Dnipro International Airport,Dnipro,UA,Europe/Kyiv,48.357201,35.100601
OZH,UKDE,Zaporizhzhia International Airport,Zaporizhia,UA,Europe/Zaporozhye,47.866962,35.314723
KWG,UKDR,Kryvyi Rih International Airport,Kryvyi Rih,UA,Europe/Zaporozhye,48.04330062866211,33.209999084472656
UKS,UKFB,Sevastopol International Airport / Belbek Air Base,Sevastopol,UA,Europe/Simferopol,44.691822,33.57462
SIP,UKFF,Simferopol International Airport,Simferopol,UA,Europe/Simferopol,45.0522,33.975101
HRK,UKHH,Kharkiv International Airport,Kharkiv,UA,Europe/Kyiv,49.926943,36.290814
CKC,UKKE,Cherkasy International Airport,Cherkasy,UA,Europe/Kyiv,49.4156,31.9953
IEV,UKKK,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA,Europe/Kyiv,50.40194,30.45194
HMJ,UKLH,Khmelnytskyi Airport,Khmelnytskyi,UA,Europe/Kyiv,49.359699,26.933399
IFO,UKLI,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,Europe/Kyiv,48.88420104980469,24.686100006103516
LWO,UKLL,Lviv International Airport,Lviv,UA,Europe/Kyiv,49.8125,23.9561
CWC,UKLN,Chernivtsi International Airport,Chernivtsi,UA,Europe/Uzhgorod,48.259300231933594,25.98080062866211
RWN,UKLR,Rivne International Airport,Rivne,UA,Europe/Kyiv,50.60710144042969,26.141599655151367
UDJ,UKLU,Uzhhorod International Airport,Uzhhorod,UA,Europe/Uzhgorod,48.6343,22.263399
KHE,UKOH,Kherson International Airport,Kherson,UA,,46.6758,32.506401
ODS,UKOO,Odesa International Airport,Odesa,UA,Europe/Kyiv,46.427196,30.672649
VIN,UKWW,Vinnytsia/Gavyryshivka International Airport,Vinnitsa,UA,Europe/Kyiv,49.242531,28.613778
ARH,ULAA,Talagi Airport,Archangelsk,RU,Europe/Moscow,64.60030364990234,40.71670150756836
VKV,ULAH,Vaskovo Airport,Arkhangelsk,RU,,64.441704,40.4217
NNM,ULAM,Naryan Mar Airport,Naryan Mar,RU,Europe/Moscow,67.639999,53.121899
AMV,ULDD,Amderma Airport,Amderma,RU,Europe/Moscow,69.76329803466797,61.556400299072266
KSZ,ULKK,Kotlas Airport,Kotlas,RU,Europe/Moscow,61.235801696777344,46.6974983215332
LED,ULLI,Pulkovo Airport,St. Petersburg,RU,Europe/Moscow,59.800301,30.262501
MMK,ULMM,Emperor Nicholas II Murmansk Airport,Murmansk,RU,Europe/Moscow,68.7817,32.750801
PKV,ULOO,Princess Olga Pskov International Airport,Pskov,RU,Europe/Moscow,57.781316,28.39384
PES,ULPB,Petrozavodsk Airport,Petrozavodsk,RU,Europe/Moscow,61.885201,34.154701
CEE,ULWC,Cherepovets Airport,Cherepovets,RU,Europe/Moscow,59.273601532,38.015800476100004
VUS,ULWU,Velikiy Ustyug Airport,Velikiy Ustyug,RU,Europe/Moscow,60.7883,46.259998
VGD,ULWW,Vologda Airport,Vologda,RU,Europe/Moscow,59.282501,39.944401
BQT,UMBB,Brest International Airport,Brest,BY,Europe/Minsk,52.108138,23.89676
GME,UMGG,Gomel Airport,Gomel,BY,Europe/Minsk,52.527000427246094,31.016700744628906
VTB,UMII,Vitebsk Vostochny Airport,Vitebsk,BY,Europe/Minsk,55.126499176025,30.349599838257
KGD,UMKK,Khrabrovo Airport,Kaliningrad,RU,Europe/Kaliningrad,54.89161,20.598559
GNA,UMMG,Hrodna Airport,Hrodna,BY,Europe/Minsk,53.602001,24.053801
MSQ,UMMS,Minsk National Airport,Minsk,BY,Europe/Minsk,53.888071,28.039964
MVQ,UMOO,Mogilev Airport,Mogilev,BY,Europe/Minsk,53.954898834228516,30.09510040283203
ABA,UNAA,Abakan International Airport,Abakan,RU,Asia/Krasnoyarsk,53.740002,91.385002
BAX,UNBB,Barnaul Gherman Titov International Airport,Barnaul,RU,Asia/Barnaul,53.361285,83.539701
RGK,UNBG,Gorno-Altaysk Airport,Gorno-Altaysk,RU,Asia/Krasnoyarsk,51.969204,85.836539
KEJ,UNEE,Alexei Leonov Kemerovo International Airport,Kemerovo,RU,Asia/Novokuznetsk,55.2701,86.107201
BKA,UNIB,Baykit Airport,Baykit,RU,Europe/Moscow,61.676701,96.355003
EIE,UNII,Yeniseysk Airport,Yeniseysk,RU,Asia/Krasnoyarsk,58.474201,92.112503
TGP,UNIP,Podkamennaya Tunguska Airport,Bor,RU,Asia/Krasnoyarsk,61.589699,89.994003
VEO,UNIS,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,,60.373299,93.011703
VAQ,UNIW,Vanavara Airport,Vanavara,RU,,60.356229,102.309641
KJA,UNKL,Krasnoyarsk International Airport,Krasnoyarsk,RU,Asia/Krasnoyarsk,56.175743,92.485788
KCY,UNKM,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU,,56.177584,92.545881
ACS,UNKS,Achinsk Airport,Achinsk,RU,Asia/Krasnoyarsk,56.269185,90.57511
KYZ,UNKY,Kyzyl Airport,Kyzyl,RU,Asia/Krasnoyarsk,51.669399,94.400597
OVB,UNNT,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,Asia/Krasnoyarsk,55.019756,82.618675
OMS,UNOO,Omsk Central Airport,Omsk,RU,Asia/Omsk,54.963124,73.312418
SWT,UNSS,Strezhevoy Airport,Strezhevoy,RU,Asia/Krasnoyarsk,60.7094,77.660004
TOF,UNTT,Tomsk Kamov Airport,Tomsk,RU,Asia/Tomsk,56.380299,85.208298
NOZ,UNWW,Spichenkovo Airport,Novokuznetsk,RU,Asia/Krasnoyarsk,53.811401,86.877197
DKS,UODD,Dikson Airport,Dikson,RU,Asia/Krasnoyarsk,73.517807,80.379669
HTG,UOHH,Khatanga Airport,Khatanga,RU,Asia/Krasnoyarsk,71.97810363769531,102.49099731445312
SES,UOIG,Svetlogorsk Airport,Svetlogorsk,RU,,66.839996,88.403336
IAA,UOII,Igarka Airport,Igarka,RU,Asia/Krasnoyarsk,67.437202,86.621902
NSK,UOOO,Alykel International Airport,Norilsk,RU,Asia/Krasnoyarsk,69.307951,87.325906
AAQ,URKA,Anapa Vityazevo Airport,Krasnyi Kurgan,RU,Europe/Moscow,45.002102,37.347301
GDZ,URKG,Gelendzhik Airport,Gelendzhik,RU,Europe/Moscow,44.5820926295,38.0124807358
KRR,URKK,Krasnodar Pashkovsky International Airport,Krasnodar,RU,Europe/Moscow,45.034465,39.174215
GRV,URMG,Akhmat Kadyrov Grozny International Airport,Grozny,RU,Europe/Moscow,43.388106,45.699772
MCX,URML,Makhachkala Uytash International Airport,Makhachkala,RU,Europe/Moscow,42.816799,47.652302
MRV,URMM,Mineralnye Vody Airport,Mineralnyye Vody,RU,Europe/Moscow,44.225101,43.081902
NAL,URMN,Nalchik Airport,Nalchik,RU,Europe/Moscow,43.512901,43.6366
OGZ,URMO,Vladikavkaz Beslan International Airport,Beslan,RU,Europe/Moscow,43.205101,44.606602
IGT,URMS,Magas Airport,Sunzha,RU,Europe/Moscow,43.323268,45.012568
STW,URMT,Stavropol Shpakovskoye Airport,Stavropol,RU,Europe/Moscow,45.10919952392578,42.11280059814453
